delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,classification,Theta_LowAlpha_Ratio,Theta_HighAlpha_Ratio,Delta_Theta_Ratio,Total_Alpha,Total_Beta,Total_Gamma,High_Low_Alpha_Diff,High_Low_Beta_Diff,High_Low_Gamma_Diff
36785,20107,11183,8120,11183,2989,3337,1455,1,1.80,2.48,1.83,19303,14172,4792,-3063,-8194,-1882
7436,26063,11179,11199,11179,4255,2926,11389,1,2.33,2.33,0.29,22378,15434,14315,20,-6924,8463
1467206,75312,11164,43470,11164,29685,9730,672035,1,6.75,1.73,19.48,54634,40849,681765,32306,18521,662305
1025802,61238,23498,16906,11158,3523,4642,202314,0,2.61,3.62,16.75,40404,14681,206956,-6592,-7635,197672
491927,212257,11154,14340,11154,16724,8181,86404,0,19.03,14.80,2.32,25494,27878,94585,3186,5570,78223
1142179,280998,45127,27861,11110,20713,4804,390940,0,6.23,10.09,4.06,72988,31823,395744,-17266,9603,386136
604709,1055028,212012,241905,11102,128583,6673,1517968,0,4.98,4.36,0.57,453917,139685,1524641,29893,117481,1511295
36855,29706,11100,51084,11100,10617,6343,10386,0,2.68,0.58,1.24,62184,21717,16729,39984,-483,4043
54979,11254,11100,7454,11100,4431,6794,3014,1,1.01,1.51,4.89,18554,15531,9808,-3646,-6669,-3780
1135660,44551,11076,34520,11076,10124,5951,5733,0,4.02,1.29,25.49,45596,21200,11684,23444,-952,-218
668231,128706,87325,58944,11071,27283,1711,398455,0,1.47,2.18,5.19,146269,38354,400166,-28381,16212,396744
337941,36388,9820,19676,11069,4772,6765,419352,0,3.71,1.85,9.29,29496,15841,426117,9856,-6297,412587
652010,527806,11066,26130,11066,14403,7467,7620,1,47.70,20.20,1.24,37196,25469,15087,15064,3337,153
103594,36601,11055,37701,11055,3661,2213,1968,1,3.31,0.97,2.83,48756,14716,4181,26646,-7394,-245
126601,25843,9207,11296,11051,6899,1753,7379,0,2.81,2.29,4.90,20503,17950,9132,2089,-4152,5626
771621,207303,73844,27340,11045,31723,6597,538136,0,2.81,7.58,3.72,101184,42768,544733,-46504,20678,531539
691198,22728,11018,4566,11018,2724,1915,1519,0,2.06,4.98,30.41,15584,13742,3434,-6452,-8294,-396
64382,34048,13479,13102,11005,14041,6035,403539,0,2.53,2.60,1.89,26581,25046,409574,-377,3036,397504
63015,47202,10992,7763,10992,4807,1782,61312,1,4.29,6.08,1.34,18755,15799,63094,-3229,-6185,59530
12291,43264,10985,18529,10985,5098,2554,22146,1,3.94,2.33,0.28,29514,16083,24700,7544,-5887,19592
1071356,40778,29546,15119,10936,31354,8129,14201,0,1.38,2.70,26.27,44665,42290,22330,-14427,20418,6072
626143,148478,109511,28220,10929,60624,1701,604534,0,1.36,5.26,4.22,137731,71553,606235,-81291,49695,602833
446685,165258,86681,22075,10906,92796,2611,894813,0,1.91,7.49,2.70,108756,103702,897424,-64606,81890,892202
113370,41242,10898,16064,10898,7994,3619,2932,0,3.78,2.57,2.75,26962,18892,6551,5166,-2904,-687
521308,50327,10897,13755,10897,5558,13496,552621,1,4.62,3.66,10.36,24652,16455,566117,2858,-5339,539125
27887,22129,10897,7236,10897,7080,2451,51425,1,2.03,3.06,1.26,18133,17977,53876,-3661,-3817,48974
620144,249467,10894,14692,10894,49044,37077,29139,1,22.90,16.98,2.49,25586,59938,66216,3798,38150,-7938
126288,113672,10891,5460,10891,26321,15315,49369,1,10.44,20.82,1.11,16351,37212,64684,-5431,15430,34054
710878,46783,10889,18001,10889,7908,2339,131633,1,4.30,2.60,15.20,28890,18797,133972,7112,-2981,129294
591520,69990,13301,5354,10879,14492,4696,325892,0,5.26,13.07,8.45,18655,25371,330588,-7947,3613,321196
1510300,236973,45925,48939,10876,20334,2410,505133,0,5.16,4.84,6.37,94864,31210,507543,3014,9458,502723
11895,16019,10873,13599,10873,5659,5266,63562,0,1.47,1.18,0.74,24472,16532,68828,2726,-5214,58296
153743,91845,10871,47713,10871,3293,5660,6384,1,8.45,1.92,1.67,58584,14164,12044,36842,-7578,724
70518,16996,10853,9182,10853,12813,9942,128623,0,1.57,1.85,4.15,20035,23666,138565,-1671,1960,118681
8707,25099,10848,7263,10848,1896,2700,23505,1,2.31,3.46,0.35,18111,12744,26205,-3585,-8952,20805
819857,33523,12149,20657,10840,9254,13303,155990,0,2.76,1.62,24.46,32806,20094,169293,8508,-1586,142687
205871,13403,10829,2635,10829,1378,3547,146928,1,1.24,5.09,15.36,13464,12207,150475,-8194,-9451,143381
95329,75493,10827,1819,10827,4728,7694,4859,1,6.97,41.50,1.26,12646,15555,12553,-9008,-6099,-2835
299131,797418,16145,370765,10823,320129,3564,1507158,0,49.39,2.15,0.38,386910,330952,1510722,354620,309306,1503594
188850,317532,10801,20518,10801,14684,9131,527189,1,29.40,15.48,0.59,31319,25485,536320,9717,3883,518058
347100,30635,10794,3323,10794,1922,465,599,0,2.84,9.22,11.33,14117,12716,1064,-7471,-8872,134
15036,13455,10788,7339,10788,18414,12276,14872,0,1.25,1.83,1.12,18127,29202,27148,-3449,7626,2596
208676,15469,10787,21900,10787,3619,1486,4303,1,1.43,0.71,13.49,32687,14406,5789,11113,-7168,2817
193026,25268,10782,9743,10782,4000,1659,634870,1,2.34,2.59,7.64,20525,14782,636529,-1039,-6782,633211
12834,6350,5316,2556,10778,6588,2968,253462,0,1.19,2.48,2.02,7872,17366,256430,-2760,-4190,250494
613685,117327,111785,31659,10775,29449,2446,407796,0,1.05,3.71,5.23,143444,40224,410242,-80126,18674,405350
2101830,278764,6208,58019,10774,36648,3181,415766,0,44.90,4.80,7.54,64227,47422,418947,51811,25874,412585
5183,29145,10773,879,10773,3924,1966,51534,1,2.71,33.16,0.18,11652,14697,53500,-9894,-6849,49568
10985,21568,10769,14559,10769,12546,3950,2550,0,2.00,1.48,0.51,25328,23315,6500,3790,1777,-1400
809270,17380,10755,17666,10755,6253,6785,23892,0,1.62,0.98,46.56,28421,17008,30677,6911,-4502,17107
11639,72999,10749,9567,10749,4227,2602,32631,1,6.79,7.63,0.16,20316,14976,35233,-1182,-6522,30029
27844,23842,10746,3486,10746,3386,830,1008,1,2.22,6.84,1.17,14232,14132,1838,-7260,-7360,178
107302,55938,10737,6613,10737,11041,6956,9399,1,5.21,8.46,1.92,17350,21778,16355,-4124,304,2443
535402,35248,8812,11160,10731,11039,1756,187202,0,4.00,3.16,15.19,19972,21770,188958,2348,308,185446
8625,19661,10730,2255,10730,4985,1659,26429,1,1.83,8.72,0.44,12985,15715,28088,-8475,-5745,24770
261864,270863,10713,27005,10713,15670,8161,100111,0,25.28,10.03,0.97,37718,26383,108272,16292,4957,91950
41162,27985,10680,2983,10680,1321,1231,1628,0,2.62,9.38,1.47,13663,12001,2859,-7697,-9359,397
78439,69552,10672,13238,10672,3271,1549,77581,1,6.52,5.25,1.13,23910,13943,79130,2566,-7401,76032
261873,54158,10672,2951,10672,4910,922,109460,0,5.07,18.35,4.84,13623,15582,110382,-7721,-5762,108538
23235,14041,10672,8985,10672,17886,5274,129645,0,1.32,1.56,1.65,19657,28558,134919,-1687,7214,124371
776936,66347,10669,10708,10669,5099,1648,912,0,6.22,6.20,11.71,21377,15768,2560,39,-5570,-736
27605,7179,10657,38725,10657,3392,5550,10176,1,0.67,0.19,3.85,49382,14049,15726,28068,-7265,4626
1404008,87623,10644,43668,10644,14838,5046,315380,0,8.23,2.01,16.02,54312,25482,320426,33024,4194,310334
1002892,17729,10642,8035,10642,2039,1817,788,0,1.67,2.21,56.57,18677,12681,2605,-2607,-8603,-1029
35197,32558,10635,16335,10635,8828,2671,15765,1,3.06,1.99,1.08,26970,19463,18436,5700,-1807,13094
145445,81626,23538,20246,10626,11933,4975,52364,0,3.47,4.03,1.78,43784,22559,57339,-3292,1307,47389
7663,11185,10612,11502,10612,3644,1703,1160,1,1.05,0.97,0.69,22114,14256,2863,890,-6968,-543
295385,12233,10611,5089,10611,12539,11523,600218,1,1.15,2.40,24.15,15700,23150,611741,-5522,1928,588695
30486,37476,10608,9973,10608,3407,3147,75339,1,3.53,3.76,0.81,20581,14015,78486,-635,-7201,72192
160299,62863,19755,35338,10603,17565,1247,202388,0,3.18,1.78,2.55,55093,28168,203635,15583,6962,201141
394136,93089,10584,22625,10584,10963,11975,85052,0,8.80,4.11,4.23,33209,21547,97027,12041,379,73077
2049886,161845,10582,47882,10582,31260,1968,518983,1,15.29,3.38,12.67,58464,41842,520951,37300,20678,517015
642946,38320,10566,14471,10566,3873,2034,2067,0,3.63,2.65,16.78,25037,14439,4101,3905,-6693,33
25946,31978,10546,4502,10546,3769,4201,24151,1,3.03,7.10,0.81,15048,14315,28352,-6044,-6777,19950
137797,32654,10544,13270,10544,7854,2493,672668,1,3.10,2.46,4.22,23814,18398,675161,2726,-2690,670175
1684770,232799,58572,39447,10543,15219,1695,434683,0,3.97,5.90,7.24,98019,25762,436378,-19125,4676,432988
426462,13607,10539,7098,10539,9135,1493,671,0,1.29,1.92,31.34,17637,19674,2164,-3441,-1404,-822
87134,17171,10513,2479,10513,1404,313,324,1,1.63,6.93,5.07,12992,11917,637,-8034,-9109,11
34670,14625,10511,4688,10511,5844,3287,3465,1,1.39,3.12,2.37,15199,16355,6752,-5823,-4667,178
410465,3330,10510,7923,10510,2508,2690,424,0,0.32,0.42,123.26,18433,13018,3114,-2587,-8002,-2266
149558,40274,10493,3205,10493,6243,928,105616,0,3.84,12.57,3.71,13698,16736,106544,-7288,-4250,104688
336478,693625,10365,2622,10483,181841,4297,941340,0,66.92,264.54,0.49,12987,192324,945637,-7743,171358,937043
65816,11992,10476,6315,10476,2600,2023,23046,1,1.14,1.90,5.49,16791,13076,25069,-4161,-7876,21023
102933,30027,10474,24024,10474,8442,3262,2224,1,2.87,1.25,3.43,34498,18916,5486,13550,-2032,-1038
15750,26208,10472,6441,10472,7050,4597,40618,1,2.50,4.07,0.60,16913,17522,45215,-4031,-3422,36021
709275,40275,35248,25293,10471,6823,11286,908118,0,1.14,1.59,17.61,60541,17294,919404,-9955,-3648,896832
2332367,293277,76805,90435,10460,19257,9881,313464,0,3.82,3.24,7.95,167240,29717,323345,13630,8797,303583
316435,37288,10450,11470,10450,4994,4303,149771,1,3.57,3.25,8.49,21920,15444,154074,1020,-5456,145468
161310,10012,10448,5622,10448,2181,379,57165,1,0.96,1.78,16.11,16070,12629,57544,-4826,-8267,56786
1168368,59616,10433,6425,10433,16251,15486,9582,0,5.71,9.28,19.60,16858,26684,25068,-4008,5818,-5904
2415049,236882,25840,73449,10432,11097,7672,80028,0,9.17,3.23,10.20,99289,21529,87700,47609,665,72356
1872525,361637,16966,11080,10427,7771,4754,198900,0,21.32,32.64,5.18,28046,18198,203654,-5886,-2656,194146
39368,24450,10427,12773,10427,4146,1922,55538,1,2.34,1.91,1.61,23200,14573,57460,2346,-6281,53616
54931,22010,10420,3243,10420,4502,5875,657207,1,2.11,6.79,2.50,13663,14922,663082,-7177,-5918,651332
57524,12237,10417,4298,10417,1577,3235,1562,1,1.17,2.85,4.70,14715,11994,4797,-6119,-8840,-1673
1577723,148034,40441,77261,10415,9096,1606,308406,0,3.66,1.92,10.66,117702,19511,310012,36820,-1319,306800
308755,231605,10399,6192,10399,4617,2289,4068,0,22.27,37.40,1.33,16591,15016,6357,-4207,-5782,1779
96089,14582,10395,18171,10395,7058,2537,1378,1,1.40,0.80,6.59,28566,17453,3915,7776,-3337,-1159
29403,25080,10387,229,10387,5375,3126,31084,1,2.41,109.52,1.17,10616,15762,34210,-10158,-5012,27958
1265119,33636,10366,9419,10366,2446,863,733,1,3.24,3.57,37.61,19785,12812,1596,-947,-7920,-130
157780,82906,10365,23412,10365,7256,4169,6099,1,8.00,3.54,1.90,33777,17621,10268,13047,-3109,1930
518853,464248,378111,23074,10352,154034,2479,1069849,0,1.23,20.12,1.12,401185,164386,1072328,-355037,143682,1067370
223184,114813,10352,20698,10352,14619,14419,94508,0,11.09,5.55,1.94,31050,24971,108927,10346,4267,80089
28352,31717,10335,21425,10335,3665,4016,1466,1,3.07,1.48,0.89,31760,14000,5482,11090,-6670,-2550
191204,31243,10328,16255,10328,4832,906,886,0,3.03,1.92,6.12,26583,15160,1792,5927,-5496,-20
1677069,384630,85293,36965,10320,14000,3413,464701,0,4.51,10.41,4.36,122258,24320,468114,-48328,3680,461288
343125,333122,10314,5944,10314,18039,12154,83797,1,32.30,56.04,1.03,16258,28353,95951,-4370,7725,71643
7102,10495,10314,4685,10314,19855,18080,51397,1,1.02,2.24,0.68,14999,30169,69477,-5629,9541,33317
4692,3708,10308,5787,10308,9107,15163,41621,1,0.36,0.64,1.27,16095,19415,56784,-4521,-1201,26458
1929477,73668,6585,22777,10290,12930,1192,196431,0,11.19,3.23,26.19,29362,23220,197623,16192,2640,195239
1572919,145059,7743,14232,10288,11891,9381,225497,0,18.73,10.19,10.84,21975,22179,234878,6489,1603,216116
69671,64541,10287,15634,10287,3861,2802,1640,0,6.27,4.13,1.08,25921,14148,4442,5347,-6426,-1162
664599,44085,10254,22343,10254,17315,5877,60971,0,4.30,1.97,15.08,32597,27569,66848,12089,7061,55094
11227,12491,10251,15456,10251,12839,4737,17722,1,1.22,0.81,0.90,25707,23090,22459,5205,2588,12985
299377,51047,10246,6970,10246,11291,5309,2864,0,4.98,7.32,5.86,17216,21537,8173,-3276,1045,-2445
4712,95546,10236,6449,10236,3647,4445,39418,1,9.33,14.82,0.05,16685,13883,43863,-3787,-6589,34973
1936936,167643,104078,23545,10230,18446,5347,186762,0,1.61,7.12,11.55,127623,28676,192109,-80533,8216,181415
7264,5498,10222,3786,10222,4436,2158,1785,1,0.54,1.45,1.32,14008,14658,3943,-6436,-5786,-373
254006,18823,10212,9101,10212,4747,3119,1670,0,1.84,2.07,13.49,19313,14959,4789,-1111,-5465,-1449
886946,56570,92926,15679,10207,9897,10039,223281,0,0.61,3.61,15.68,108605,20104,233320,-77247,-310,213242
773052,180025,10205,2687,10205,11263,13059,2926,0,17.64,67.00,4.29,12892,21468,15985,-7518,1058,-10133
1062050,335271,10202,30470,10202,49704,30325,56978,0,32.86,11.00,3.17,40672,59906,87303,20268,39502,26653
33033,16275,10187,9598,10187,5951,5248,3042,0,1.60,1.70,2.03,19785,16138,8290,-589,-4236,-2206
233679,63872,10184,6142,10184,7562,2636,31583,0,6.27,10.40,3.66,16326,17746,34219,-4042,-2622,28947
979218,75150,10181,11285,10181,5511,1436,695,0,7.38,6.66,13.03,21466,15692,2131,1104,-4670,-741
7953,7749,10173,58987,10173,4117,1208,980,1,0.76,0.13,1.03,69160,14290,2188,48814,-6056,-228
308138,14291,10169,12491,10169,3549,5821,655510,1,1.41,1.14,21.56,22660,13718,661331,2322,-6620,649689
781162,15172,10167,22665,10167,3152,2374,2512,0,1.49,0.67,51.49,32832,13319,4886,12498,-7015,138
290565,11126,10157,1851,10157,2597,1301,1579,0,1.10,6.01,26.12,12008,12754,2880,-8306,-7560,278
44301,9346,10143,2285,10143,2862,4011,1960,1,0.92,4.09,4.74,12428,13005,5971,-7858,-7281,-2051
276633,422282,14033,9867,10124,105326,1548,804700,0,30.09,42.80,0.66,23900,115450,806248,-4166,95202,803152
222388,81664,10117,10076,10117,15826,5944,5595,1,8.07,8.10,2.72,20193,25943,11539,-41,5709,-349
162415,53289,10104,7008,10104,1824,2234,1188,1,5.27,7.60,3.05,17112,11928,3422,-3096,-8280,-1046
14104,11702,10092,10703,10092,10936,7595,48925,1,1.16,1.09,1.21,20795,21028,56520,611,844,41330
122622,41746,10078,12383,10078,5708,5057,2896,0,4.14,3.37,2.94,22461,15786,7953,2305,-4370,-2161
1044124,66350,10056,47177,10056,5918,4420,3534,0,6.60,1.41,15.74,57233,15974,7954,37121,-4138,-886
63277,21286,10049,1791,10049,8439,5464,13525,1,2.12,11.88,2.97,11840,18488,18989,-8258,-1610,8061
52660,79164,10039,4440,10039,15662,5714,17962,1,7.89,17.83,0.67,14479,25701,23676,-5599,5623,12248
220271,57972,10033,70305,10033,15577,13055,5246,0,5.78,0.82,3.80,80338,25610,18301,60272,5544,-7809
2851,34173,10029,7010,10029,4492,1527,45548,1,3.41,4.87,0.08,17039,14521,47075,-3019,-5537,44021
46264,31662,10024,37545,10024,4675,1235,69614,1,3.16,0.84,1.46,47569,14699,70849,27521,-5349,68379
883960,450765,10526,10343,10021,5657,5625,155881,0,42.82,43.58,1.96,20869,15678,161506,-183,-4364,150256
576011,180963,10018,5399,10018,11390,5101,2026,0,18.06,33.52,3.18,15417,21408,7127,-4619,1372,-3075
405568,19837,10015,2392,10015,1966,781,501,0,1.98,8.29,20.45,12407,11981,1282,-7623,-8049,-280
1942834,13536,10013,6535,10013,15199,13388,5240,0,1.35,2.07,143.53,16548,25212,18628,-3478,5186,-8148
207866,19160,10010,14535,10010,16031,5814,646166,1,1.91,1.32,10.85,24545,26041,651980,4525,6021,640352
1453725,107439,9995,8671,9995,10626,5678,12651,1,10.75,12.39,13.53,18666,20621,18329,-1324,631,6973
486592,198900,9990,11663,9990,7812,2696,4428,1,19.91,17.05,2.45,21653,17802,7124,1673,-2178,1732
1015093,21774,9987,10834,9987,17432,13612,105388,0,2.18,2.01,46.62,20821,27419,119000,847,7445,91776
404525,43563,46977,12041,9986,9602,4587,75666,0,0.93,3.62,9.29,59018,19588,80253,-34936,-384,71079
1305603,223593,108594,19476,9981,22120,2893,467976,0,2.06,11.48,5.84,128070,32101,470869,-89118,12139,465083
10115,10776,9967,22823,9967,4116,3306,21152,1,1.08,0.47,0.94,32790,14083,24458,12856,-5851,17846
148894,18262,9963,1701,9963,2889,1319,498,0,1.83,10.74,8.15,11664,12852,1817,-8262,-7074,-821
143476,70633,9960,20248,9960,5387,7112,12993,1,7.09,3.49,2.03,30208,15347,20105,10288,-4573,5881
1486685,254502,252748,22633,9948,95330,3539,821975,0,1.01,11.24,5.84,275381,105278,825514,-230115,85382,818436
5870,10602,9931,7846,9931,4706,3059,105759,0,1.07,1.35,0.55,17777,14637,108818,-2085,-5225,102700
454306,133772,9929,11294,9929,6829,3339,172751,0,13.47,11.84,3.40,21223,16758,176090,1365,-3100,169412
109766,15820,9884,3146,9884,1719,892,29787,0,1.60,5.03,6.94,13030,11603,30679,-6738,-8165,28895
117484,43899,18095,9573,9871,8959,2861,69895,0,2.43,4.59,2.68,27668,18830,72756,-8522,-912,67034
1789933,88877,22290,7783,9857,5274,2377,308647,0,3.99,11.42,20.14,30073,15131,311024,-14507,-4583,306270
89895,53730,9845,32270,9845,12938,4721,2203,0,5.46,1.67,1.67,42115,22783,6924,22425,3093,-2518
44725,18030,9843,3139,9843,1959,1050,557,1,1.83,5.74,2.48,12982,11802,1607,-6704,-7884,-493
76436,160670,9839,55611,9839,6211,3980,691289,1,16.33,2.89,0.48,65450,16050,695269,45772,-3628,687309
9039,46231,9828,21388,9828,15955,8492,29090,1,4.70,2.16,0.20,31216,25783,37582,11560,6127,20598
20801,24477,33443,7834,9822,5865,2513,472987,0,0.73,3.12,0.85,41277,15687,475500,-25609,-3957,470474
256957,67491,9822,12399,9822,3533,5759,657111,1,6.87,5.44,3.81,22221,13355,662870,2577,-6289,651352
51052,23632,9817,8699,9817,3640,2877,16576,1,2.41,2.72,2.16,18516,13457,19453,-1118,-6177,13699
333993,29620,9814,11083,9814,8089,3083,3905,0,3.02,2.67,11.28,20897,17903,6988,1269,-1725,822
150589,20667,9803,4747,9803,4720,5985,603102,1,2.11,4.35,7.29,14550,14523,609087,-5056,-5083,597117
391721,62531,9796,4102,9796,5409,5393,666799,1,6.38,15.24,6.26,13898,15205,672192,-5694,-4387,661406
218108,32310,9792,49377,9792,10093,3113,1404,1,3.30,0.65,6.75,59169,19885,4517,39585,301,-1709
2495352,59383,3227,24774,9790,33888,1348,418942,0,18.40,2.40,42.02,28001,43678,420290,21547,24098,417594
1177156,16922,9788,9114,9788,2653,2456,4036,1,1.73,1.86,69.56,18902,12441,6492,-674,-7135,1580
138551,20419,9775,53809,9775,10216,5210,5438,1,2.09,0.38,6.79,63584,19991,10648,44034,441,228
591388,181965,9774,14890,9774,10706,8090,147895,1,18.62,12.22,3.25,24664,20480,155985,5116,932,139805
121978,20825,9755,25110,9755,3619,2133,1972,1,2.13,0.83,5.86,34865,13374,4105,15355,-6136,-161
335111,1348124,163088,7279,9750,336141,11557,1489858,0,8.27,185.21,0.25,170367,345891,1501415,-155809,326391,1478301
6606,7982,9748,1869,9748,3718,1827,49221,1,0.82,4.27,0.83,11617,13466,51048,-7879,-6030,47394
242619,38899,9745,6218,9745,11498,4664,92378,0,3.99,6.26,6.24,15963,21243,97042,-3527,1753,87714
589890,42770,9738,21040,9738,27466,13340,6408,1,4.39,2.03,13.79,30778,37204,19748,11302,17728,-6932
2114937,174795,9733,77251,9733,33607,10873,219727,0,17.96,2.26,12.10,86984,43340,230600,67518,23874,208854
145966,103534,9732,8864,9732,7093,16040,139197,0,10.64,11.68,1.41,18596,16825,155237,-868,-2639,123157
11867,11675,9729,39169,9729,2008,1218,54140,1,1.20,0.30,1.02,48898,11737,55358,29440,-7721,52922
2125526,271881,9715,34719,9715,12651,8325,852060,1,27.99,7.83,7.82,44434,22366,860385,25004,2936,843735
264419,431392,69382,63297,9696,43890,6674,178683,0,6.22,6.82,0.61,132679,53586,185357,-6085,34194,172009
1124811,136504,36339,38575,9683,15021,11705,98215,0,3.76,3.54,8.24,74914,24704,109920,2236,5338,86510
102639,19005,9655,16055,9655,2954,2329,2458,0,1.97,1.18,5.40,25710,12609,4787,6400,-6701,129
73609,42719,9653,13026,9653,6201,1593,25006,0,4.43,3.28,1.72,22679,15854,26599,3373,-3452,23413
317473,222203,9652,15703,9652,37570,19844,37760,1,23.02,14.15,1.43,25355,47222,57604,6051,27918,17916
108348,58733,9649,14802,9649,18436,15026,81506,0,6.09,3.97,1.84,24451,28085,96532,5153,8787,66480
901614,20355,8566,8764,9632,8117,5427,165011,0,2.38,2.32,44.29,17330,17749,170438,198,-1515,159584
263010,8900,9612,23805,9612,20652,5082,73426,1,0.93,0.37,29.55,33417,30264,78508,14193,11040,68344
2600,13980,17874,18596,9605,38945,3125,161259,0,0.78,0.75,0.19,36470,48550,164384,722,29340,158134
316642,35808,9597,20407,9597,3741,3470,160748,1,3.73,1.75,8.84,30004,13338,164218,10810,-5856,157278
245999,18474,11090,3734,9593,8139,2774,22621,0,1.67,4.95,13.32,14824,17732,25395,-7356,-1454,19847
852633,43223,9592,7312,9592,3644,2319,1484,0,4.51,5.91,19.73,16904,13236,3803,-2280,-5948,-835
639677,193633,13416,16748,9577,19527,13682,674610,0,14.43,11.56,3.30,30164,29104,688292,3332,9950,660928
1605648,104221,9576,14979,9576,2844,2208,56831,0,10.88,6.96,15.41,24555,12420,59039,5403,-6732,54623
96533,30564,9571,14900,9571,6333,2264,1420,0,3.19,2.05,3.16,24471,15904,3684,5329,-3238,-844
177557,38509,9569,12118,9569,7680,5888,87309,0,4.02,3.18,4.61,21687,17249,93197,2549,-1889,81421
178475,25859,9567,20414,9567,8400,3448,3109,0,2.70,1.27,6.90,29981,17967,6557,10847,-1167,-339
24824,36707,9565,13334,9565,4077,1013,1517,1,3.84,2.75,0.68,22899,13642,2530,3769,-5488,504
868150,192982,27731,29714,9562,6120,7539,191008,0,6.96,6.49,4.50,57445,15682,198547,1983,-3442,183469
129913,153697,9561,5738,9561,3226,3236,167564,1,16.08,26.79,0.85,15299,12787,170800,-3823,-6335,164328
326595,30223,9539,56758,9539,21645,28542,5980,0,3.17,0.53,10.81,66297,31184,34522,47219,12106,-22562
326571,446661,131793,37389,9536,66405,2873,663272,0,3.39,11.95,0.73,169182,75941,666145,-94404,56869,660399
132427,18756,9515,2422,9515,1516,1488,4138,0,1.97,7.74,7.06,11937,11031,5626,-7093,-7999,2650
171442,8186,9500,28133,9500,9291,3556,24481,1,0.86,0.29,20.94,37633,18791,28037,18633,-209,20925
11164,5216,9499,6346,9499,2023,3419,31942,1,0.55,0.82,2.14,15845,11522,35361,-3153,-7476,28523
173913,22438,9497,9626,9497,1307,1370,1241,1,2.36,2.33,7.75,19123,10804,2611,129,-8190,-129
1509852,219071,9497,46331,9497,27318,11121,186475,0,23.07,4.73,6.89,55828,36815,197596,36834,17821,175354
231486,77539,9478,7154,9478,15512,7300,5968,0,8.18,10.84,2.99,16632,24990,13268,-2324,6034,-1332
358364,29847,9475,9947,9475,3200,1285,60244,0,3.15,3.00,12.01,19422,12675,61529,472,-6275,58959
17741,66123,28255,14636,9468,44942,13397,178521,0,2.34,4.52,0.27,42891,54410,191918,-13619,35474,165124
770855,225298,25654,34802,9461,12283,13503,173109,0,8.78,6.47,3.42,60456,21744,186612,9148,2822,159606
16427,29904,9445,16741,9445,20118,5963,49228,1,3.17,1.79,0.55,26186,29563,55191,7296,10673,43265
54234,27353,9444,16105,9444,5634,5823,78851,0,2.90,1.70,1.98,25549,15078,84674,6661,-3810,73028
119566,22792,32149,15203,9440,8655,2979,533117,0,0.71,1.50,5.25,47352,18095,536096,-16946,-785,530138
193775,50621,9434,11614,9434,3700,2983,2107,0,5.37,4.36,3.83,21048,13134,5090,2180,-5734,-876
191929,30037,9420,1636,9420,5689,12182,17782,0,3.19,18.36,6.39,11056,15109,29964,-7784,-3731,5600
58993,69459,9414,13376,9414,10627,4312,127279,0,7.38,5.19,0.85,22790,20041,131591,3962,1213,122967
83537,15203,9377,1876,9377,7650,717,128556,1,1.62,8.10,5.49,11253,17027,129273,-7501,-1727,127839
